idx,id,year,month,day,weekday,weekend,call_in,call_out,r_mura_gradgona,r_drava_borlformin,r_dravinja_videm,r_savinja_velikosirje,r_sava_radovljica,r_sava_sentjakob,r_sava_hrastnik,r_sava_catez,r_sora_suha,r_krka_podbocje,r_kolpa_radenci,r_ljubljanica_moste,r_soca_solkan,r_vipava_dolenje,r_idrijca_podroteja,r_reka_cmlin,accidents,accidents_people,s_br_temp_avg,s_br_temp_max,s_br_temp_min,s_br_wind_speed,s_br_cloudiness,s_br_humidity,s_br_rainfall,s_br_snow_high,s_br_snow_new,s_br_sunshine_duration,s_br_wind_strong,s_br_wind_storm,s_br_thunderstorm,s_br_freezing_rain,s_br_hail,s_br_frost,s_ce_temp_avg,s_ce_temp_max,s_ce_temp_min,s_ce_wind_speed,s_ce_cloudiness,s_ce_humidity,s_ce_rainfall,s_ce_snow_high,s_ce_snow_new,s_ce_sunshine_duration,s_ce_wind_strong,s_ce_wind_storm,s_ce_thunderstorm,s_ce_freezing_rain,s_ce_hail,s_ce_frost,s_kp_temp_avg,s_kp_temp_max,s_kp_temp_min,s_kp_wind_speed,s_kp_cloudiness,s_kp_humidity,s_kp_rainfall,s_kp_snow_high,s_kp_snow_new,s_kp_sunshine_duration,s_kp_wind_strong,s_kp_wind_storm,s_kp_thunderstorm,s_kp_freezing_rain,s_kp_hail,s_kp_frost,s_kr_temp_avg,s_kr_temp_max,s_kr_temp_min,s_kr_wind_speed,s_kr_cloudiness,s_kr_humidity,s_kr_rainfall,s_kr_snow_high,s_kr_snow_new,s_kr_sunshine_duration,s_kr_wind_strong,s_kr_wind_storm,s_kr_thunderstorm,s_kr_freezing_rain,s_kr_hail,s_kr_frost,s_lj_temp_avg,s_lj_temp_max,s_lj_temp_min,s_lj_wind_speed,s_lj_cloudiness,s_lj_humidity,s_lj_rainfall,s_lj_snow_high,s_lj_snow_new,s_lj_sunshine_duration,s_lj_wind_strong,s_lj_wind_storm,s_lj_thunderstorm,s_lj_freezing_rain,s_lj_hail,s_lj_frost,s_mb_temp_avg,s_mb_temp_max,s_mb_temp_min,s_mb_wind_speed,s_mb_cloudiness,s_mb_humidity,s_mb_rainfall,s_mb_snow_high,s_mb_snow_new,s_mb_sunshine_duration,s_mb_wind_strong,s_mb_wind_storm,s_mb_thunderstorm,s_mb_freezing_rain,s_mb_hail,s_mb_frost,s_ms_temp_avg,s_ms_temp_max,s_ms_temp_min,s_ms_wind_speed,s_ms_cloudiness,s_ms_humidity,s_ms_rainfall,s_ms_snow_high,s_ms_snow_new,s_ms_sunshine_duration,s_ms_wind_strong,s_ms_wind_storm,s_ms_thunderstorm,s_ms_freezing_rain,s_ms_hail,s_ms_frost,s_ng_temp_avg,s_ng_temp_max,s_ng_temp_min,s_ng_wind_speed,s_ng_cloudiness,s_ng_humidity,s_ng_rainfall,s_ng_snow_high,s_ng_snow_new,s_ng_sunshine_duration,s_ng_wind_strong,s_ng_wind_storm,s_ng_thunderstorm,s_ng_freezing_rain,s_ng_hail,s_ng_frost,s_nm_temp_avg,s_nm_temp_max,s_nm_temp_min,s_nm_wind_speed,s_nm_cloudiness,s_nm_humidity,s_nm_rainfall,s_nm_snow_high,s_nm_snow_new,s_nm_sunshine_duration,s_nm_wind_strong,s_nm_wind_storm,s_nm_thunderstorm,s_nm_freezing_rain,s_nm_hail,s_nm_frost,s_po_temp_avg,s_po_temp_max,s_po_temp_min,s_po_wind_speed,s_po_cloudiness,s_po_humidity,s_po_rainfall,s_po_snow_high,s_po_snow_new,s_po_sunshine_duration,s_po_wind_strong,s_po_wind_storm,s_po_thunderstorm,s_po_freezing_rain,s_po_hail,s_po_frost,bdp,unemployment
43,43,2015,2,12,5,1,1221,605,144,190,25,94,50,149,386,537,49,138,139,124,214,35,35,31,46,83,0.8,3,,1.7,93,97,0,0,0,,0,0,0,0,0,0,0.3,1.5,-6.5,0.5,97,99,0,0,0,0,0,0,0,0,0,0,6.8,9.1,-0.5,2,97,85,1.5,0,0,0.6,0,0,0,0,0,0,0.2,2,,0.7,100,95,1.3,0,0,,0,0,0,0,0,0,0.9,3.5,-3,0.5,100,98,0,0,0,0,0,0,0,0,0,0,1.1,5.3,-5,1.8,97,91,0,0,0,0,0,0,0,0,0,0,1.5,4.3,-4.6,1.4,83,92,0,0,0,0,0,0,0,0,0,0,5.3,7,1.4,0.9,100,93,3.2,0,0,0,0,0,0,0,0,0,0.5,2.2,-4.1,0.6,100,98,0,0,0,0,0,0,0,0,0,0,0.5,1.8,-4.5,0.5,100,98,4.5,1,1,0,0,0,0,0,0,0,3.3,12.6
44,44,2015,2,13,6,2,1240,634,144,190,25,94,50,149,386,537,49,138,139,124,214,35,35,31,36,66,3.7,10.6,,3,53,86,14.9,0,0,,0,0,0,0,0,0,2.3,8.5,-0.1,1.6,70,92,18.8,8,8,5.9,0,0,0,0,0,0,7,10,1.4,3.2,80,86,27,0,0,3.2,0,0,0,0,0,0,1.2,4.6,,1.3,97,95,19,12,12,,1,1,0,0,0,0,2.6,6.9,-0.5,0.9,77,96,24,10,10,2.4,0,0,0,0,0,0,5.6,9.3,-0.1,4.6,73,78,12.9,0,0,5.8,1,0,0,0,0,0,3.7,7.8,1.3,1.9,67,92,10.8,0,0,3.1,0,0,0,0,0,0,6.2,10.3,4.1,1.6,97,88,21,0,0,3.7,0,0,0,0,0,0,3.7,9.6,-0.6,1.5,63,87,20.3,4,4,6.4,0,0,0,0,0,0,2.7,6,0,2,100,95,30.6,11,11,1.2,0,0,0,0,0,0,3.3,12.6
45,45,2015,2,14,7,3,1035,407,144,190,25,94,50,149,386,537,49,138,139,124,214,35,35,31,27,49,4.6,6.7,,1.9,70,97,4.7,0,0,,0,0,0,0,0,0,4.9,7.9,-1,1.9,80,99,0.6,1,0,0.3,0,0,0,0,0,0,8.5,10.4,3.4,1.7,77,97,0.8,0,0,0,0,0,0,0,0,0,2.1,3.7,,1.7,97,96,0,6,0,,0,0,0,0,0,0,3.1,4.4,-0.4,0.9,93,97,0.4,4,0,0,0,0,0,0,0,0,4.7,9.4,-2.9,1.1,70,92,1.8,0,0,0.6,0,0,0,0,0,0,6,8.9,-0.6,2.3,70,92,6.9,0,0,2.4,0,0,0,0,0,0,6.8,7.9,2.5,0.8,93,99,0.1,0,0,0,0,0,0,0,0,0,3.6,5.5,-2.1,0.9,73,99,2.5,0,0,0,0,0,0,0,0,0,5,7.9,2,1.5,100,98,2.6,4,0,0,0,0,0,0,0,0,3.3,12.6
46,46,2015,2,15,1,1,1198,469,144,190,60,94,50,149,386,537,49,138,381,198,214,35,35,31,41,74,4.9,7.2,,1.3,100,96,11.2,0,0,,0,0,0,0,0,0,3.4,6,-0.7,1.5,100,99,12.4,0,0,0,0,0,0,0,0,0,8.5,11,2.6,1.7,97,89,21.3,0,0,0.1,0,0,0,0,0,0,2.8,5.1,,1.3,100,98,17.1,2,0,,0,0,0,0,0,0,3.5,6.2,1.3,0.6,100,98,16.5,1,0,0,0,0,0,0,0,0,5.1,6.8,0.7,0.9,100,91,11.8,0,0,0,0,0,0,0,0,0,5.8,6.8,1.2,1.6,100,93,9.3,0,0,0,0,0,0,0,0,0,7.9,11.4,4.8,2.8,100,81,25.2,0,0,0.2,1,0,0,0,0,0,2.6,6,0,1.1,100,99,10.6,0,0,0,0,0,0,0,0,0,3.5,7,1.7,3.7,100,95,27.9,0,0,0,0,0,0,0,0,0,3.3,12.6
47,47,2015,2,16,2,1,1310,561,144,190,93,94,50,149,386,537,49,138,381,198,214,35,35,31,41,74,4,6.1,,1.7,100,94,33.2,0,0,,1,0,0,0,0,0,3.5,5.6,1.1,1.5,100,98,27.9,0,0,0,0,0,0,0,0,0,8.8,11.5,2.6,4.9,97,63,5.7,0,0,0.9,1,0,0,0,0,0,1.5,3.9,,1.5,100,96,17.1,1,1,,0,0,0,0,0,0,2.9,4,1.4,0.9,100,97,23.7,0,0,0,0,0,0,0,0,0,4.3,6.3,2.9,3.1,100,79,21.2,0,0,0,0,0,0,0,0,0,4.9,6.5,4,4.4,100,84,12,0,0,0,1,0,0,0,0,0,8.8,10.9,5.2,5.9,97,55,9.7,0,0,2,1,1,0,0,0,0,2.7,4.1,-0.7,1.3,100,98,33.9,0,0,0,0,0,0,0,0,0,2.4,4.7,0.1,6.8,100,88,13.7,0,0,0.3,1,0,0,0,0,0,3.3,12.6
48,48,2015,2,17,3,1,1170,495,144,190,60,94,50,149,386,537,49,138,381,198,214,35,35,31,41,74,4,5,,1.2,100,96,20.2,0,0,,0,0,0,0,0,0,1.1,3.2,0,1.3,100,99,12.7,1,1,0,0,0,0,0,0,0,8.6,13.1,3,2.9,97,91,23.2,0,0,0.4,1,0,0,0,0,0,0.8,1.7,,0.8,100,96,10.8,1,1,,0,0,0,0,0,0,2.2,4.7,1,1.2,100,98,9.5,0,0,0,0,0,0,0,0,0,2.8,4.6,0,2.1,97,92,12.5,0,0,0,0,0,0,0,0,0,3.8,4.3,2.4,1.7,100,97,1.6,0,0,0,0,0,0,0,0,0,6.8,9.2,4.6,2.1,100,93,7.4,0,0,0,1,0,0,0,0,0,3.2,4.1,0.8,1.6,100,98,19.1,0,0,0,0,0,0,0,0,0,1.4,1.7,0,4.1,100,97,11,2,2,0,1,0,0,0,0,0,3.3,12.6
49,49,2015,2,18,4,1,1107,441,250,190,25,250,50,149,386,800,49,138,139,124,214,35,35,31,41,74,4,4.5,,1.2,97,97,3.8,0,0,,0,0,0,0,0,0,3.3,4,0,1,100,99,16.3,0,0,0,0,0,0,0,0,0,8.6,11.4,3.5,1.5,90,92,1,0,0,0.7,0,0,0,0,0,0,2.5,4.1,,1.4,100,96,6,2,1,,0,0,0,0,0,0,3.6,4.5,1.1,0.9,100,98,5.8,0,0,0,0,0,0,0,0,0,3.9,4.8,2.1,1.6,100,94,7,0,0,0,0,0,0,0,0,0,4.7,5.6,3.1,2.2,100,96,0.4,0,0,0,0,0,0,0,0,0,8.7,14.6,4.8,1.4,93,84,4.5,0,0,2.2,0,0,0,0,0,0,3.6,4,2.6,0.9,100,99,7.9,0,0,0,0,0,0,0,0,0,3.4,4.9,0,4.4,100,98,5.1,0,0,0,0,0,0,0,0,0,3.3,12.6
50,50,2015,2,19,5,1,1122,485,333,190,25,356,50,149,386,1176,49,305,139,124,214,35,35,31,46,83,5.5,7.2,,1.9,100,93,20.8,0,0,,0,0,0,0,0,0,4.4,5.7,3,0.9,97,99,23.8,0,0,0,0,0,0,0,0,0,9.5,13,2.7,3.6,60,75,0,0,0,6,0,0,0,0,0,0,3.7,6.2,,1.4,97,91,0.4,0,0,,0,0,0,0,0,0,4.8,7,2.8,1,100,95,8.8,0,0,0,0,0,0,0,0,0,4.3,6,3.3,0.8,100,92,17.7,0,0,0,0,0,0,0,0,0,5.1,6.2,4.6,1.9,100,94,15.1,0,0,0,1,1,0,0,0,0,7.9,12.2,2.2,2.1,97,87,0,0,0,3.1,1,0,0,0,0,0,4.8,6.5,2.2,2,100,99,19.6,0,0,0,0,0,0,0,0,0,4.9,8.8,1.9,2,93,83,2.8,0,0,2.6,0,0,0,0,0,0,3.3,12.6
51,51,2015,2,20,6,2,1329,661,250,190,25,250,50,149,386,800,49,305,139,124,214,35,35,31,36,66,4,8.3,,1.6,77,90,11.4,0,0,,1,0,0,0,0,0,3,7.5,0,1.4,67,90,10,0,0,0.7,0,0,0,0,0,0,6.6,13,-2.4,2.5,33,67,0,0,0,6.8,0,0,0,0,0,0,1.8,8.1,,1.2,63,86,10.1,0,0,,0,0,0,0,0,0,5.3,8.5,2.4,2.1,73,77,13.2,0,0,4,0,0,0,0,0,0,4.7,8.3,-0.7,3.7,67,79,5.8,0,0,2.5,0,0,0,0,0,0,4.8,8.1,-2,1.5,77,86,2.6,0,0,2.5,0,0,0,0,0,0,7.1,13.6,4.8,1.8,47,58,6.7,0,0,7.6,1,0,0,0,0,0,4.8,7.9,2.6,1.7,80,86,14.1,0,0,2,0,0,0,0,0,0,3.9,8.2,0.5,3.4,43,74,9.7,0,0,6.2,1,0,0,0,0,0,3.3,12.6
52,52,2015,2,21,7,3,1220,508,144,300,25,94,50,149,386,537,49,305,139,124,214,35,35,31,27,49,10.2,13.8,,6.6,70,52,0,0,0,,1,0,0,0,0,0,7.8,12.5,-1.5,2.7,80,66,0,0,0,4.6,0,0,0,0,0,0,7.7,13.5,0.2,3.4,57,74,0,0,0,6.9,0,0,0,0,0,0,4.2,11.8,,1.1,57,76,0,0,0,,0,0,0,0,0,0,7.5,12.7,-1.9,2.8,60,69,0,0,0,7.6,1,0,0,0,0,0,8,14.9,-1.1,2.4,63,68,0.1,0,0,3.1,0,0,0,0,0,0,7.4,13.3,1.5,1.8,77,73,0,0,0,4.8,0,0,0,0,0,0,6.3,13.1,0.9,1.9,33,76,0,0,0,9,0,0,0,0,0,0,8.8,14.4,0,1.5,77,64,0.1,0,0,1.9,0,0,0,0,0,0,6.2,11.8,0.8,4.8,70,78,0,0,0,8.3,1,0,0,0,0,0,3.3,12.6
53,53,2015,2,22,1,1,1246,563,144,397,25,94,23,66,227,537,49,138,139,124,214,35,35,31,41,74,10.9,14,,4.9,77,69,0,0,0,,1,0,0,0,0,0,11.5,13.8,1.8,5.9,77,70,0,0,0,2.9,1,1,0,0,0,0,10.3,13.8,0.6,2.3,93,83,0,0,0,0,0,0,0,0,0,0,7.6,10.8,,3.2,87,78,0,0,0,,0,0,0,0,0,0,9.8,10.8,6.3,3,100,76,0,0,0,0,0,0,0,0,0,0,11,15.6,0.4,7.1,87,63,0,0,0,5.9,1,0,0,0,0,0,12,15.9,2.3,4.1,50,62,0,0,0,6.7,1,0,0,0,0,0,8.8,10.4,2.3,0.6,100,95,0,0,0,0,0,0,0,0,0,0,9.8,14.3,2.3,2.6,80,78,0,0,0,0.3,0,0,0,0,0,0,7.6,8.4,5,6.8,93,93,0,0,0,0,0,0,0,0,0,0,3.3,12.6
54,54,2015,2,23,2,1,1212,497,144,300,25,94,23,66,227,537,49,138,139,124,214,35,35,31,41,74,11.3,16.6,,1.5,77,79,0,0,0,,0,0,0,0,0,0,9.7,13.6,8.1,2.7,80,89,0,0,0,0.3,1,0,0,0,0,0,11.8,14.8,6.4,2.5,93,88,19.8,0,0,1,0,0,0,0,0,0,7.7,10.9,,0.8,97,95,1.1,0,0,,0,0,0,0,0,0,10.5,11.5,9,1.6,97,90,0.1,0,0,0,0,0,0,0,0,0,11.2,15.4,8.2,4.3,73,73,0,0,0,1.6,1,0,0,0,0,0,11.8,14.5,8.8,2.7,83,73,0,0,0,0.3,1,0,0,0,0,0,10.4,11.6,8.5,1.6,97,98,6.1,0,0,0,1,0,0,0,0,0,12,15.3,6.7,2.8,90,75,0.6,0,0,2,1,0,0,0,0,0,9.1,10.4,6.5,6,100,96,17.9,0,0,0,1,0,0,0,0,0,3.3,12.6
55,55,2015,2,24,3,1,1261,542,144,190,25,94,23,66,227,537,49,138,139,124,214,35,35,31,41,74,4.4,10.9,,1.9,50,73,15.1,0,0,,0,0,0,0,0,0,3.7,9.8,3,2.1,53,79,1.4,0,0,6.1,0,0,0,0,0,0,8,13.2,5.4,4.8,53,53,0.1,0,0,6.9,1,0,0,0,0,0,3.8,8.6,,1.4,77,78,2,0,0,,1,0,0,0,0,0,4.8,10.5,2.3,1.9,67,72,4,0,0,6.3,0,0,0,0,0,0,4.3,9.9,1.8,2.4,53,70,0.7,0,0,7.5,1,0,0,0,0,0,4,10.8,1.8,1.2,27,70,2.5,0,0,8.3,0,0,0,0,0,0,7.2,11.7,3.2,3.5,23,52,4.3,0,0,8.3,1,0,0,0,0,0,3.8,12.2,2,1.8,50,80,9,0,0,4.5,1,0,0,0,0,0,3.1,9,1.5,2.6,73,70,11.6,0,0,8.2,0,0,0,0,0,0,3.3,12.6
56,56,2015,2,25,4,1,1089,475,144,190,25,94,23,66,227,537,49,138,139,124,214,35,35,31,41,74,4.6,8.6,,1.8,90,83,0,0,0,,0,0,0,0,0,0,5.7,8.7,-3.5,2.8,90,84,0,0,0,1.2,0,0,0,0,0,0,7.5,10.8,0.4,1.7,93,76,0,0,0,1.4,0,0,0,0,0,0,2.6,5.1,,0.6,100,90,0,0,0,,0,0,0,0,0,0,3.9,6.5,-1.2,0.7,97,88,0,0,0,0,0,0,0,0,0,0,5.4,8.7,-1.9,3.7,93,71,0,0,0,0.7,0,0,0,0,0,0,5.2,9.7,-3,3.2,97,78,0,0,0,1.4,1,0,0,0,0,0,5.3,9.6,0,0.9,97,89,0,0,0,0.3,0,0,0,0,0,0,4.7,7.2,-0.6,0.9,100,86,0,0,0,0.3,0,0,0,0,0,0,3.1,5.5,-0.1,0.5,100,95,0,0,0,0.1,0,0,0,0,0,0,3.3,12.6
57,57,2015,2,26,5,1,1164,490,144,190,25,94,23,66,227,537,49,138,20,124,214,35,35,31,46,83,2,6.3,,1,63,85,4.3,0,0,,0,0,0,0,0,0,2,7,1.4,0.9,77,87,0.5,0,0,0,0,0,0,0,0,0,6.5,12.2,3.5,2.7,60,60,0.8,0,0,2.8,0,0,0,0,0,0,1.1,3.8,,1.3,80,86,1.4,0,0,,0,0,0,0,0,0,2.4,5,2,1.1,77,84,1.8,0,0,0,0,0,0,0,0,0,3.7,5.7,1.2,2,87,71,2.3,0,0,0,0,0,0,0,0,0,4.2,5.9,2.7,2.3,97,61,0.3,0,0,0,0,0,0,0,0,0,6.7,9.7,2.7,5.9,47,50,0,0,0,4.7,1,0,0,0,0,0,1.3,5.6,0.8,1,70,89,6,0,0,1,0,0,0,0,0,0,1.6,5,0.5,4,47,67,4.7,0,0,5.6,0,0,0,0,0,0,3.3,12.6
58,58,2015,2,27,6,2,1115,518,144,190,25,94,23,66,227,537,49,138,20,124,214,35,35,31,36,66,2.8,7,,0.6,73,81,0.2,0,0,,0,0,0,0,0,0,2.2,5.2,-5.5,1.1,97,88,0.2,0,0,0.1,0,0,0,0,0,0,8.7,10.7,-2,1.3,97,83,0,0,0,0,0,0,1,0,0,0,0.3,2.9,,0.8,100,91,0.2,0,0,,0,0,0,0,0,0,1.3,3.1,-3.1,0.9,100,94,0.1,0,0,0,0,0,0,0,0,0,3.2,6.5,-4.4,2.3,70,75,0,0,0,2.4,0,0,0,0,0,0,4,8.5,-4.8,1.6,77,70,0,0,0,2.8,0,0,0,0,0,0,5.6,6.5,2.2,1.7,100,83,0,0,0,0,0,0,0,0,0,0,2.7,5.5,-3.8,1,100,86,0,0,0,0.3,0,0,0,0,0,0,0.8,1.5,-1.8,3.7,100,94,0,0,0,0.1,0,0,0,0,0,0,3.3,12.6
59,59,2015,2,28,7,3,906,388,144,190,25,94,23,66,227,537,49,138,20,124,214,35,35,31,27,49,4.5,6.9,,0.7,100,89,0,0,0,,0,0,0,0,0,0,4.8,7.1,-1,0.5,97,93,0.3,0,0,0,0,0,0,0,0,0,13.1,16.2,4.6,4.1,93,72,8.2,0,0,0,1,0,0,0,0,0,3.5,4.8,,0.9,100,95,10.5,0,0,,0,0,0,0,0,0,4.2,5.5,1,0.4,100,96,4.7,0,0,0,0,0,0,0,0,0,5.6,8,-0.4,0.9,97,81,0,0,0,0,0,0,0,0,0,0,4.8,7.4,-2.1,0.8,100,92,0,0,0,0,0,0,0,0,0,0,10.5,13.7,5.1,3.3,100,76,27.4,0,0,0,1,0,0,0,0,0,4.1,5.9,-0.2,0.8,100,93,0,0,0,0,0,0,0,0,0,0,3.4,4.6,0.9,3,100,97,17.3,0,0,0,1,0,0,0,0,0,3.3,12.6
60,60,2015,2,29,1,1,1145,508,144,190,25,94,50,149,386,537,49,138,20,124,214,35,35,31,41,74,8.4,10.3,,2.2,97,92,12.5,0,0,,0,0,0,0,0,0,6.5,8.7,3.8,2.3,100,98,9.1,0,0,0.5,0,0,0,0,0,0,11.9,17.1,6.5,3.1,73,72,8.4,0,0,3.7,1,0,1,0,0,0,5.9,9.3,,1.6,97,93,18.4,0,0,,0,0,0,0,0,0,7.3,9.4,4.4,1,97,94,12.3,0,0,0,0,0,0,0,0,0,6.7,9.1,4.9,2.2,100,93,7.9,0,0,1,0,0,0,0,0,0,6.3,8.4,2.3,1.9,100,94,2.2,0,0,0,0,0,0,0,0,0,9.4,15.3,7.4,2.5,93,86,12.7,0,0,3.1,1,1,0,0,0,0,7.5,8.9,4,2.7,100,99,11.1,0,0,0,1,0,0,0,0,0,6.5,9.7,3.5,4,97,85,39.4,0,0,2.2,1,0,0,0,0,0,3.3,12.6
61,61,2015,3,1,2,1,1206,574,115,239,15,100,23,64,212,423,31,94,75,110,111,46,15,49,48,88,6.3,8.9,,1.8,97,92,9.8,0,0,,0,0,0,0,0,0,5.9,11.8,2.3,1.8,67,75,8.1,0,0,1.2,0,0,0,0,0,0,7.9,13.4,5.8,2.6,37,80,16.1,0,0,4.3,0,0,0,0,0,0,3.6,10,,1.2,63,86,7.4,0,0,,0,0,0,0,0,0,6,10.2,5,1.1,63,88,13.1,0,0,4.2,0,0,0,0,0,0,6.3,10.6,3.4,1.7,77,78,7.6,0,0,1.5,0,0,0,0,0,0,5.7,10.6,1,1.6,100,74,6.6,0,0,1.9,0,0,0,0,0,0,8.5,14.9,6.4,0.8,43,80,20.2,0,0,4.5,0,0,0,0,0,0,6.1,7.3,5.4,0.8,67,96,18.1,0,0,0,0,0,0,0,0,0,3.6,7.9,3.5,1.5,57,91,17.1,0,0,2.2,0,0,0,0,0,0,3.3,12
62,62,2015,3,2,3,1,1224,507,115,239,57,100,23,64,212,423,31,94,210,110,111,46,15,49,48,88,4.9,12.7,,1.1,43,87,2.3,0,0,,0,0,0,0,0,0,5,13.5,-3.9,0.9,73,81,0,0,0,5.1,0,0,0,0,0,0,8.1,13.6,-1.8,2.7,53,79,4.5,0,0,7.9,0,0,0,0,0,0,3.7,11.1,,0.9,73,85,0,0,0,,0,0,0,0,0,0,7.1,11.6,-2,0.9,67,76,4.5,0,0,4.1,0,0,0,0,0,0,7,12.8,-2.6,3.8,77,70,0,0,0,6.9,0,0,0,0,0,0,7.1,12.4,-2.9,2.4,67,75,0,0,0,3,0,0,0,0,0,0,7,14,0.2,1.6,60,83,1.4,0,0,5.6,0,0,0,0,0,0,5.6,12,0.2,1.1,57,89,2.9,0,0,4.1,0,0,0,0,0,0,5.7,11.9,-2,0.7,63,72,3.7,0,0,6.6,0,0,0,0,0,0,3.3,12
63,63,2015,3,3,4,1,1093,485,115,239,57,122,23,64,212,423,31,94,210,110,111,46,15,49,48,88,4,5.6,,2.1,100,88,1.5,0,0,,0,0,0,0,0,0,2.3,5,0,3.4,100,98,11.5,0,0,0,0,0,0,0,0,0,7,11.2,2.4,4.6,100,73,0.6,0,0,0,1,0,1,0,0,0,2.8,4.3,,2.9,100,83,11.9,0,0,,1,0,0,0,0,0,3,8.7,2.5,2.2,100,95,8.1,0,0,0,0,0,0,0,0,0,1.8,8.3,1.1,6.9,100,93,5.8,0,0,0,1,0,0,0,0,0,3.4,7.2,3.4,5.2,100,91,0.4,0,0,0,1,0,0,0,0,0,6,8.5,3.7,3,100,79,5,0,0,0,1,0,0,0,0,0,2.1,6,2.4,3.7,100,97,0.2,0,0,0,1,0,0,0,0,0,1.3,4.9,1.9,7,100,97,4.7,0,0,0.4,1,0,0,0,0,0,3.3,12
64,64,2015,3,4,5,1,1323,731,115,239,57,100,23,64,212,423,31,94,75,110,327,16,62,13,53,98,2.7,7.5,,2.9,83,87,32.6,0,0,,0,0,0,0,0,0,4.6,9.4,1.3,2.3,93,66,19.1,0,0,1.5,0,0,0,0,0,0,5.8,11.8,-0.6,2.9,67,83,19.9,0,0,2.8,0,0,0,0,0,0,4.3,11.6,,1.4,77,70,8.7,0,0,,1,0,0,0,0,0,6.6,11.5,1.7,2.3,73,62,11,0,0,5,0,0,0,0,0,0,4.6,9.7,0.7,4.9,63,64,12.5,0,0,1.6,1,0,0,0,0,0,5.3,10.7,1.5,3.6,47,63,10.9,0,0,3.7,1,0,0,0,0,0,5.3,12.9,-0.3,2.5,57,80,8.4,0,0,6.5,0,0,0,0,0,0,2.5,5.6,0,1.4,67,94,41.2,4,4,0.4,0,0,0,0,0,0,3.2,10.4,0.3,0.9,47,68,9.2,3,3,4.5,0,0,0,0,0,0,3.3,12
65,65,2015,3,5,6,2,1213,542,115,239,15,51,23,64,212,600,98,209,75,182,327,16,62,13,42,78,8.3,13.9,,2.3,73,61,0.5,0,0,,1,0,0,0,0,0,9.2,12.5,-3,3.2,73,58,0,0,0,1.8,1,0,0,0,0,0,12.1,13.3,0.1,7.7,93,68,0,0,0,0,1,1,0,0,0,0,5.7,7.9,,2.3,100,78,0,0,0,,0,0,0,0,0,0,6.2,8,-0.8,1.2,93,81,0,0,0,0,0,0,0,0,0,0,8.2,12,-0.4,6.6,73,56,0,0,0,1.2,1,1,0,0,0,0,9.3,12.5,-2.1,4.7,73,56,0,0,0,0.9,1,0,0,0,0,0,10.1,12.8,-0.1,2.9,100,73,0,0,0,0.3,1,1,0,0,0,0,8.8,13.9,-2,3.6,60,61,1.1,0,0,3.6,1,0,0,0,0,0,6.8,8.5,-1.5,9.1,100,87,0,0,0,0.5,1,1,0,0,0,0,3.3,12
66,66,2015,3,6,7,3,1300,426,115,239,15,51,23,64,212,700,98,209,75,182,327,16,62,13,32,58,7.5,13.8,,2.9,57,75,1.9,0,0,,0,0,0,0,0,0,6.5,11.4,-0.1,1.8,73,86,4.8,0,0,4.9,0,0,0,0,0,0,9.5,14.1,6.1,2.7,93,77,20.9,0,0,4.4,0,0,1,0,0,0,5.8,10.6,,1.3,97,84,17.1,0,0,,0,0,0,0,0,0,7,11,3.5,1.8,77,84,9.6,0,0,6.3,0,0,0,0,0,0,7.2,13.2,2.3,4.2,70,75,1.1,0,0,8.6,1,0,0,0,0,0,7.7,13.7,2.1,2.9,50,74,0,0,0,8.1,1,0,0,0,0,0,8.7,13.1,7.4,3.1,90,80,15.7,0,0,1.9,1,0,0,0,0,0,6.7,13,2.1,2,47,88,2.8,0,0,6,0,0,0,0,0,0,4.4,9.3,4,3.8,80,93,13.3,0,0,2.8,1,0,0,0,0,0,3.3,12
