idx,id,year,month,day,weekday,weekend,call_in,call_out,r_mura_gradgona,r_drava_borlformin,r_dravinja_videm,r_savinja_velikosirje,r_sava_radovljica,r_sava_sentjakob,r_sava_hrastnik,r_sava_catez,r_sora_suha,r_krka_podbocje,r_kolpa_radenci,r_ljubljanica_moste,r_soca_solkan,r_vipava_dolenje,r_idrijca_podroteja,r_reka_cmlin,accidents,accidents_people,s_br_temp_avg,s_br_temp_max,s_br_temp_min,s_br_wind_speed,s_br_cloudiness,s_br_humidity,s_br_rainfall,s_br_snow_high,s_br_snow_new,s_br_sunshine_duration,s_br_wind_strong,s_br_wind_storm,s_br_thunderstorm,s_br_freezing_rain,s_br_hail,s_br_frost,s_ce_temp_avg,s_ce_temp_max,s_ce_temp_min,s_ce_wind_speed,s_ce_cloudiness,s_ce_humidity,s_ce_rainfall,s_ce_snow_high,s_ce_snow_new,s_ce_sunshine_duration,s_ce_wind_strong,s_ce_wind_storm,s_ce_thunderstorm,s_ce_freezing_rain,s_ce_hail,s_ce_frost,s_kp_temp_avg,s_kp_temp_max,s_kp_temp_min,s_kp_wind_speed,s_kp_cloudiness,s_kp_humidity,s_kp_rainfall,s_kp_snow_high,s_kp_snow_new,s_kp_sunshine_duration,s_kp_wind_strong,s_kp_wind_storm,s_kp_thunderstorm,s_kp_freezing_rain,s_kp_hail,s_kp_frost,s_kr_temp_avg,s_kr_temp_max,s_kr_temp_min,s_kr_wind_speed,s_kr_cloudiness,s_kr_humidity,s_kr_rainfall,s_kr_snow_high,s_kr_snow_new,s_kr_sunshine_duration,s_kr_wind_strong,s_kr_wind_storm,s_kr_thunderstorm,s_kr_freezing_rain,s_kr_hail,s_kr_frost,s_lj_temp_avg,s_lj_temp_max,s_lj_temp_min,s_lj_wind_speed,s_lj_cloudiness,s_lj_humidity,s_lj_rainfall,s_lj_snow_high,s_lj_snow_new,s_lj_sunshine_duration,s_lj_wind_strong,s_lj_wind_storm,s_lj_thunderstorm,s_lj_freezing_rain,s_lj_hail,s_lj_frost,s_mb_temp_avg,s_mb_temp_max,s_mb_temp_min,s_mb_wind_speed,s_mb_cloudiness,s_mb_humidity,s_mb_rainfall,s_mb_snow_high,s_mb_snow_new,s_mb_sunshine_duration,s_mb_wind_strong,s_mb_wind_storm,s_mb_thunderstorm,s_mb_freezing_rain,s_mb_hail,s_mb_frost,s_ms_temp_avg,s_ms_temp_max,s_ms_temp_min,s_ms_wind_speed,s_ms_cloudiness,s_ms_humidity,s_ms_rainfall,s_ms_snow_high,s_ms_snow_new,s_ms_sunshine_duration,s_ms_wind_strong,s_ms_wind_storm,s_ms_thunderstorm,s_ms_freezing_rain,s_ms_hail,s_ms_frost,s_ng_temp_avg,s_ng_temp_max,s_ng_temp_min,s_ng_wind_speed,s_ng_cloudiness,s_ng_humidity,s_ng_rainfall,s_ng_snow_high,s_ng_snow_new,s_ng_sunshine_duration,s_ng_wind_strong,s_ng_wind_storm,s_ng_thunderstorm,s_ng_freezing_rain,s_ng_hail,s_ng_frost,s_nm_temp_avg,s_nm_temp_max,s_nm_temp_min,s_nm_wind_speed,s_nm_cloudiness,s_nm_humidity,s_nm_rainfall,s_nm_snow_high,s_nm_snow_new,s_nm_sunshine_duration,s_nm_wind_strong,s_nm_wind_storm,s_nm_thunderstorm,s_nm_freezing_rain,s_nm_hail,s_nm_frost,s_po_temp_avg,s_po_temp_max,s_po_temp_min,s_po_wind_speed,s_po_cloudiness,s_po_humidity,s_po_rainfall,s_po_snow_high,s_po_snow_new,s_po_sunshine_duration,s_po_wind_strong,s_po_wind_storm,s_po_thunderstorm,s_po_freezing_rain,s_po_hail,s_po_frost,bdp,unemployment
67,67,2015,3,7,1,1,1078,468,115,239,15,51,23,64,212,800,98,209,75,182,111,16,15,13,48,88,4.1,6.6,,1.8,100,86,3,0,0,,0,0,0,0,0,0,2.6,6.3,1,1.3,100,98,8.9,0,0,0,0,0,0,0,0,0,7.2,11.1,1.3,2.5,67,87,4.5,0,0,2.7,0,0,0,0,0,0,1.7,4.5,,0.7,100,94,24.4,2,2,,0,0,0,0,0,0,2.9,6.4,2.3,1.2,100,95,21.6,0,0,0,0,0,0,0,0,0,3.1,6.3,1.4,2.7,100,90,3.2,0,0,0,0,0,0,0,0,0,3.3,7,1.4,2.3,100,90,2.9,0,0,0,0,0,0,0,0,0,6.7,9.5,2.3,3.2,93,76,2.5,0,0,0.1,1,0,0,0,0,0,3.5,5.7,2.1,2.4,100,97,4.2,0,0,0,0,0,0,0,0,0,2.1,3.4,1.8,2.5,100,97,10.6,0,0,0.9,0,0,0,0,0,0,3.3,12
68,68,2015,3,8,2,1,1032,434,182,239,15,51,23,100,300,837,31,94,75,110,111,16,15,13,48,88,5.5,7.8,,1.1,87,82,3.6,0,0,,0,0,0,0,0,0,4.9,7.7,1.5,1.8,97,89,5.2,0,0,0.2,0,0,0,0,0,0,7,9.6,1,3.3,93,84,0.3,0,0,0.7,0,0,1,0,0,0,3.4,6.8,,1.8,97,87,9.3,0,0,,0,0,0,0,0,0,4.4,6.5,2,1.5,97,90,6.2,0,0,0,0,0,0,0,0,0,4.4,7.5,-0.1,1.7,90,85,5.5,0,0,1.3,0,0,0,0,0,0,4.4,7.6,0.1,1.3,90,81,8.8,0,0,0.8,0,0,0,0,0,0,5.7,9,3.5,2,97,89,6,0,0,0,0,0,0,0,0,0,4.8,7.4,0.8,1.5,100,92,2.8,0,0,0,0,0,0,0,0,0,2.4,4.8,0.9,2.5,100,97,2.6,0,0,0.2,0,0,0,0,0,0,3.3,12
69,69,2015,3,9,3,1,1076,486,182,239,15,51,23,120,394,700,31,94,75,110,111,16,15,13,48,88,4.8,7.2,,1.5,90,71,0,0,0,,0,0,0,0,0,0,4.5,6.8,2.6,1.2,97,82,0,0,0,0,0,0,0,0,0,0,7.9,13.2,2.2,2.6,73,64,31.7,0,0,4.1,0,0,0,0,0,0,3.4,5.6,,1.2,97,86,5.4,0,0,,0,0,0,0,0,0,4.7,6.4,2.1,1.5,100,77,1.9,0,0,0,0,0,0,0,0,0,4.4,7.2,0.1,1.1,90,74,0,0,0,1.1,0,0,0,0,0,0,4.7,9.2,-2.2,1.1,67,77,0,0,0,3.9,0,0,0,0,0,0,8.6,11.5,5.1,5.5,47,53,4.6,0,0,5.6,1,0,0,0,0,0,4.6,6,2.5,1.6,100,80,0.7,0,0,0,0,0,0,0,0,0,2.8,4.5,1,4.4,87,77,6.5,0,0,4.5,1,0,0,0,0,0,3.3,12
70,70,2015,3,10,4,1,1264,525,182,495,15,51,23,100,300,423,31,94,75,110,111,16,15,13,48,88,9.7,13.7,,2.8,67,59,0,0,0,,0,0,0,0,0,0,6.2,14.1,0.9,1.6,70,77,0,0,0,7.7,0,0,0,0,0,0,10.3,16.1,-1.5,2.5,70,60,0,0,0,6.5,0,0,0,0,0,0,5.4,13.1,,1.1,77,74,0,0,0,,0,0,0,0,0,0,8.6,13.5,0.9,2.1,77,61,0,0,0,7,0,0,0,0,0,0,6.9,13,-2.5,4.1,63,67,0,0,0,8.2,0,0,0,0,0,0,7.4,13.7,-1.5,3.6,53,70,0,0,0,8.5,1,0,0,0,0,0,9.1,16,-0.9,2.2,67,62,0,0,0,7.9,1,0,0,0,0,0,8.4,13,0.7,2.3,83,65,0,0,0,5.5,0,0,0,0,0,0,7.5,11.9,0.8,3.1,87,60,0,0,0,5.7,0,0,0,0,0,0,3.3,12
71,71,2015,3,11,5,1,1225,498,115,495,15,51,23,64,212,423,31,94,75,110,111,16,15,13,53,98,7.1,11.3,,2.1,100,88,0.6,0,0,,0,0,0,0,0,0,7.1,9.5,0.8,1.1,100,93,0.3,0,0,0,0,0,0,0,0,0,11.9,14.2,6.2,2.6,93,54,0,0,0,0.2,0,0,0,0,0,0,6.8,10.9,,0.8,97,76,0.1,0,0,,0,0,0,0,0,0,8,10.7,3.8,2.1,93,74,0,0,0,0.4,0,0,0,0,0,0,7.2,9.5,3.9,3.4,100,77,0,0,0,0,0,0,0,0,0,0,7.3,8.5,5.3,2.3,100,82,0.7,0,0,0,1,1,0,0,0,0,10.6,14.3,6,1.2,87,60,0,0,0,0.4,0,0,0,0,0,0,6.7,9,5,1.3,100,94,0.2,0,0,0,0,0,0,0,0,0,6.4,8.3,4.4,3,100,76,0,0,0,0.1,0,0,0,0,0,0,3.3,12
72,72,2015,3,12,6,2,1265,544,115,495,15,51,23,64,212,423,31,94,75,110,111,16,15,13,42,78,7,9,,1.1,100,78,2.6,0,0,,0,0,0,0,0,0,6.8,7.3,3.4,2,93,84,0.8,0,0,0,0,0,0,0,0,0,11.5,13.9,5.4,5.5,53,52,0,0,0,3,1,0,0,0,0,0,4.8,11.7,,2.8,77,79,0,0,0,,0,0,0,0,0,0,7.5,10.5,4.8,1.8,80,74,0,0,0,1.5,0,0,0,0,0,0,6.4,8.2,4.9,4.3,93,75,0.9,0,0,0,0,0,0,0,0,0,6.8,9.4,1.5,3.4,100,77,4.6,0,0,0.2,0,0,0,0,0,0,11,15.1,7.6,5.3,47,56,0,0,0,4.6,1,0,0,0,0,0,5.9,7,4.5,0.4,100,94,1.7,0,0,0,0,0,0,0,0,0,5.2,8.1,2.9,3.6,87,82,0.1,0,0,2.2,0,0,0,0,0,0,3.3,12
73,73,2015,3,13,7,3,1045,456,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,32,58,6.8,8.2,,2.6,100,80,0.7,0,0,,0,0,0,0,0,0,5.4,7.5,3.9,2.4,100,88,0.1,0,0,0,0,0,0,0,0,0,10.4,12.5,6,7.9,47,55,0,0,0,6.8,1,0,0,0,0,0,5.5,10.1,,1.8,93,66,0,0,0,,1,0,0,0,0,0,7.3,9.2,5.2,4.2,73,66,0,0,0,1,0,0,0,0,0,0,4.9,7,3.2,5.6,97,84,0.9,0,0,0,0,0,0,0,0,0,5.7,8.3,3.6,5.4,100,80,0,0,0,0.3,1,0,0,0,0,0,10.1,13.3,6.5,5.1,10,53,0,0,0,9.1,1,0,0,0,0,0,6,6.8,4,3.1,100,82,0.6,0,0,0,1,0,0,0,0,0,4,5.3,2.8,5.8,93,90,0,0,0,1.2,1,0,0,0,0,0,3.3,12
74,74,2015,3,14,1,1,1236,512,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,88,5.3,10.8,,2.8,37,59,0.1,0,0,,0,0,0,0,0,0,4.3,11.2,4.1,3.4,40,70,0.2,0,0,7.8,1,0,0,0,0,0,8.8,14,5.1,4,10,48,0,0,0,10.1,1,0,0,0,0,0,5.7,11.7,,4,47,57,0,0,0,,1,0,0,0,0,0,7,11.8,4.2,3.4,40,57,0.1,0,0,6.2,0,0,0,0,0,0,4.1,10.1,3.2,3.4,40,65,1,0,0,9,0,0,0,0,0,0,4.6,9.6,2.9,4.1,33,60,0,0,0,9.3,1,0,0,0,0,0,10,14.7,3.9,2.9,20,46,0,0,0,8.8,1,0,0,0,0,0,5.9,10,4.2,3,43,57,0.9,0,0,5.3,1,0,0,0,0,0,5,9.1,2,4.1,43,60,0.7,0,0,5.7,0,0,0,0,0,0,3.3,12
75,75,2015,3,15,2,1,1164,481,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,88,2.3,6.6,,0.9,97,84,0,0,0,,1,0,0,0,0,0,1.4,5.4,-6.7,1.4,87,94,0,0,0,0,0,0,0,0,0,0,6.1,10.4,-4.9,2.1,93,69,0,0,0,0,0,0,0,0,0,0,1.5,6.4,,1.1,100,79,0,0,0,,0,0,0,0,0,0,2.4,6.6,-4.5,1.2,87,81,0,0,0,0,0,0,0,0,0,0,1.3,4.5,-5.5,1.9,83,83,0,0,0,0,0,0,0,0,0,0,2,4,-4.3,1.4,100,87,0,0,0,0,0,0,0,0,0,0,6.3,10.2,-2,2.3,87,64,0,0,0,0.2,1,0,0,0,0,0,1.9,6.5,-3.8,1,90,88,0,0,0,0,1,0,0,0,0,0,2,6.9,-4.5,1.7,100,74,0,0,0,0.5,1,0,0,0,0,0,3.3,12
76,76,2015,3,16,3,1,1273,512,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,87,3.7,5.2,,1.9,100,86,1.5,0,0,,0,0,0,0,0,0,2.9,4.9,-4.1,1.4,100,91,1.2,0,0,0,0,0,0,0,0,0,8.7,12.7,0.9,4.1,67,49,0,0,0,7,1,0,0,0,0,0,2.4,4.4,,1.5,93,82,3.6,0,0,,0,0,0,0,0,0,3.4,5,-2.2,1.6,97,82,1.9,0,0,0,0,0,0,0,0,0,3.1,3.9,-2.3,4.4,97,85,1.4,0,0,0,0,0,0,0,0,0,3.9,6.5,-0.1,2.5,100,87,2.1,0,0,0.3,0,0,0,0,0,0,7.6,10.6,3.2,5.3,57,54,0,0,0,9,1,1,0,0,0,0,3.4,4.3,-1.2,1.7,100,88,1.3,0,0,0,0,0,0,0,0,0,2,2.6,-1,3.1,97,85,0,0,0,1.1,1,0,0,0,0,0,3.3,12
77,77,2015,3,17,4,1,1161,475,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,87,4,11.8,,1.1,7,69,0,0,0,,0,0,0,0,0,0,3.4,12.3,-4.6,0.9,7,78,0,0,0,8.7,0,0,0,0,0,0,9.2,16.3,2.2,3.1,23,57,0,0,0,8.9,0,0,0,0,0,0,4,12.1,,1.3,40,73,0,0,0,,0,0,0,0,0,0,7.1,12.5,1,1.2,23,64,0,0,0,10.3,0,0,0,0,0,0,4.1,11.7,-3.8,0.8,3,73,0.2,0,0,9.3,0,0,0,0,0,0,4.1,11.9,-3,1.1,17,77,0,0,0,8.7,0,0,0,0,0,0,8.7,16.5,5.7,2.2,27,52,0,0,0,9.2,1,0,0,0,0,0,5.1,11.9,-2,1,10,72,0,0,0,7.1,0,0,0,0,0,0,4.5,10.6,1.8,2.2,17,67,0,0,0,10.2,0,0,0,0,0,0,3.3,12
78,78,2015,3,18,5,1,1441,653,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,53,98,6.5,16.1,,0.6,3,67,0,0,0,,0,0,0,0,0,0,5.4,17.8,-6.3,0.8,3,74,0,0,0,9.7,0,0,0,0,0,0,7.1,15,-1.3,3.6,0,71,0,0,0,10.4,0,0,0,0,0,0,4.5,15.6,,1.7,3,70,0,0,0,,0,0,0,0,0,0,8.9,17,-4.5,0.9,3,63,0,0,0,10.4,0,0,0,0,0,0,5.3,15,-5.3,1.5,3,72,0,0,0,10.1,0,0,0,0,0,0,5.8,15,-4.5,1.4,3,77,0,0,0,9.8,0,0,0,0,0,0,7.1,16.7,-2.2,2,0,72,0,0,0,10.1,0,0,0,0,0,0,7.4,16.6,-3.5,1.2,0,63,0,0,0,10.5,0,0,0,0,0,0,5.5,16,-4,1.3,0,63,0,0,0,10.3,0,0,0,0,0,0,3.3,12
79,79,2015,3,19,6,2,1544,709,115,178,15,51,23,64,212,423,31,94,75,110,111,16,15,13,43,78,9.1,16.4,,2.6,17,60,0,0,0,,0,0,0,0,0,0,8.5,16.9,-5.5,2.4,27,65,0,0,0,9.5,0,0,0,0,0,0,8.6,17.1,-0.6,3.3,0,67,0,0,0,9.9,0,0,0,0,0,0,6.8,16.8,,1.2,10,61,0,0,0,,0,0,0,0,0,0,9.4,17.7,-3,1,3,61,0,0,0,10.6,0,0,0,0,0,0,7.2,15,-3.8,2.2,27,65,0,0,0,9.8,0,0,0,0,0,0,7,14.4,-5.5,1.4,33,69,0,0,0,6.7,0,0,0,0,0,0,7.6,17.6,-2.1,2.2,3,74,0,0,0,10.7,0,0,0,0,0,0,8.9,17,-2.1,1.2,3,57,0,0,0,10.5,0,0,0,0,0,0,6,16.5,-5,1.2,10,66,0,0,0,10.7,0,0,0,0,0,0,3.3,12
80,80,2015,3,20,7,3,1214,587,115,178,15,51,23,64,212,423,31,94,75,110,111,16,15,13,32,58,10.8,18.5,,2.7,23,62,0,0,0,,0,0,0,0,0,0,10,17.8,-4,2.4,27,63,0,0,0,9.7,0,0,0,0,0,0,10.2,16.9,0.8,4.1,30,75,0,0,0,7.8,0,0,0,0,0,0,6.2,16.3,,1.1,20,72,0,0,0,,0,0,0,0,0,0,10.3,17,-3.2,2.8,20,63,0,0,0,10.1,1,0,0,0,0,0,9.1,17.3,-4,1.6,7,64,0,0,0,9.5,0,0,0,0,0,0,8.1,16,-3.3,1.6,0,72,0,0,0,9.4,0,0,0,0,0,0,9.7,17.2,-1.6,2.3,30,74,0,0,0,9.1,0,0,0,0,0,0,10.6,19.1,-1.6,1.4,33,63,0,0,0,10.4,1,0,0,0,0,0,7,15.1,-4,3.6,40,75,0,0,0,9.2,0,0,0,0,0,0,3.3,12
81,81,2015,3,21,1,1,1251,575,115,178,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,88,7.6,12.9,,2.3,87,81,0,0,0,,0,0,0,0,0,0,8.1,12,0.5,2.1,97,71,0,0,0,0,0,0,0,0,0,0,12.6,15.5,4.6,2.6,90,78,0,0,0,1.7,0,0,0,0,0,0,6.1,11.3,,1.5,67,80,0,0,0,,0,0,0,0,0,0,7.5,12.3,0,1.4,73,84,0,0,0,1.7,0,0,0,0,0,0,7.1,10.3,-1.9,2.3,90,70,0,0,0,1.9,0,0,0,0,0,0,7,10.6,1.1,1.7,67,67,0,0,0,4.3,0,0,0,0,0,0,11.1,16.7,3.2,2.4,80,84,0,0,0,3.7,1,0,0,0,0,0,6.5,12.4,2.8,1,97,94,0,0,0,0,0,0,0,0,0,0,6.5,10.9,2.8,1.5,100,95,0,0,0,1,0,0,0,0,0,0,3.3,12
82,82,2015,3,22,2,1,1203,409,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,88,7.8,13,,2.7,60,65,0.9,0,0,,0,0,0,0,0,0,6.9,13.6,0.8,1.3,67,74,0,0,0,1.4,0,0,0,0,0,0,12.1,17.9,1.4,3.7,20,56,0.9,0,0,9.9,1,0,0,0,0,0,7.7,13.1,,1.7,83,71,0,0,0,,0,0,0,0,0,0,8.9,13,6.2,1.5,73,69,0.5,0,0,2.7,0,0,0,0,0,0,7.4,12.1,4.2,1.6,90,70,0.1,0,0,4.6,0,0,0,0,0,0,7.3,12.5,3.8,1.6,70,75,0.8,0,0,4.6,0,0,0,0,0,0,10.3,16.4,2.5,4.8,0,61,0,0,0,9.9,1,0,0,0,0,0,7.7,12.3,2.8,2.1,67,68,3.4,0,0,2.5,0,0,0,0,0,0,7.1,11.7,3,2.3,43,64,1.7,0,0,9.4,0,0,0,0,0,0,3.3,12
83,83,2015,3,23,3,1,1198,515,115,239,15,51,23,64,212,423,31,94,75,110,111,16,15,13,48,87,6.1,9,,3.2,97,65,0,0,0,,1,0,0,0,0,0,7.1,9.3,-2.5,3,93,59,0,0,0,0,1,0,0,0,0,0,10.4,11.6,3.6,6.4,90,41,0,0,0,0,1,1,0,0,0,0,3.9,8.4,,2.6,87,64,0,0,0,,1,0,0,0,0,0,7,8,1.3,4.5,93,60,0,0,0,0,1,0,0,0,0,0,6.7,9,2.6,4.1,83,62,0,0,0,0,0,0,0,0,0,0,6.6,8.9,0.8,4,93,65,0.1,0,0,0,1,0,0,0,0,0,9.6,12.1,7.4,4.8,63,40,0,0,0,0,1,0,0,0,0,0,6,8.3,0.6,2.6,93,65,0,0,0,0,1,0,0,0,0,0,4.3,5.5,1.8,7.6,97,64,0,0,0,0.6,1,0,0,0,0,0,3.3,12
84,84,2015,3,24,4,1,1393,447,115,239,15,51,23,64,212,423,31,94,75,110,111,16,5,13,48,87,6,12,,1.9,50,58,0,0,0,,1,0,0,0,0,0,3.8,12.7,-2.6,2.3,63,75,0.2,0,0,4.7,0,0,0,0,0,0,9,14.2,-4,2.3,50,61,0,0,0,10.7,0,0,0,0,0,0,6.8,12.6,,2.3,40,48,0,0,0,,1,0,0,0,0,0,7.2,12.6,-4,1.5,53,53,0,0,0,6.5,0,0,0,0,0,0,6.8,12.2,-1.1,3.3,77,53,0,0,0,6.5,1,0,0,0,0,0,6.3,11.2,-1.5,5,53,60,0,0,0,7.4,1,0,0,0,0,0,9.4,16,-2.6,1.7,50,51,0,0,0,9.1,0,0,0,0,0,0,5.9,12.1,-2.6,1.7,63,58,0,0,0,5.4,0,0,0,0,0,0,4.3,11.6,-1.4,3.2,40,47,0.1,0,0,10.2,0,0,0,0,0,0,3.3,12
85,85,2015,3,25,5,1,1273,505,115,239,15,21,16,64,212,423,31,94,75,110,111,16,5,13,53,98,8.4,14.2,,2.8,93,57,0,0,0,,0,0,0,0,0,0,6.6,14,-7,1.6,90,69,0,0,0,4.7,0,0,0,0,0,0,10.2,14.2,3.4,3,90,64,0,0,0,1.6,0,0,0,0,0,0,6,12.4,,1.3,93,66,0,0,0,,1,0,0,0,0,0,7.6,12.7,-2.5,2.9,80,60,0,0,0,4.7,1,0,0,0,0,0,7.8,12.8,-1.9,3,87,59,0,0,0,0.8,0,0,0,0,0,0,7.8,12.3,-2.9,1.8,93,63,0,0,0,1,0,0,0,0,0,0,9,13,4,2.1,93,61,0,0,0,0,0,0,0,0,0,0,7.7,13.5,-3.3,1.8,93,58,0,0,0,4.7,0,0,0,0,0,0,5.5,9.7,0.3,1.2,97,72,0,0,0,0.7,0,0,0,0,0,0,3.3,12
86,86,2015,3,26,6,2,1356,617,115,239,15,21,16,43,119,145,11,28,20,28,20,6,5,2,42,78,7.1,12.1,,1.7,60,81,0,0,0,,0,0,0,0,0,0,6.2,12.3,4.1,1.1,63,87,0,0,0,1.2,0,0,0,0,0,0,8.1,13.7,1.6,2.8,43,73,0,0,0,5.7,0,0,0,0,0,0,5.2,14.2,,0.7,43,75,0,0,0,,0,0,0,0,0,0,8.6,13.6,0.4,0.6,50,67,0,0,0,3.3,0,0,0,0,0,0,6.3,12.5,2.3,1.4,63,74,0,0,0,2.2,0,0,0,0,0,0,7.7,11.2,2.8,0.8,80,79,0,0,0,1.6,1,1,0,0,0,0,9.1,16.4,2.4,0.8,50,71,0,0,0,5.3,0,0,0,0,0,0,6.6,12.3,4.1,1.2,60,93,0,0,0,2.9,0,0,0,0,0,0,5.6,12.8,0.9,1.2,47,74,0,0,0,3.8,0,0,0,0,0,0,3.3,12
87,87,2015,3,27,7,3,1297,574,89,239,15,21,16,43,119,145,11,28,20,28,20,6,15,2,32,58,10.8,16,,2.4,70,63,1.2,0,0,,0,0,0,0,0,0,7.2,15.2,-4,1.6,67,78,0.4,0,0,3.4,0,0,0,0,0,0,8.9,15.8,0,3.7,40,73,0,0,0,5.6,0,0,0,0,0,0,6.1,13.9,,0.6,67,75,0,0,0,,0,0,0,0,0,0,9.1,15.5,-2,1.6,50,68,0,0,0,4.8,0,0,0,0,0,0,9.1,14.7,0.8,2.7,70,65,0,0,0,9.3,0,0,0,0,0,0,8.4,14.9,-2.9,1.7,47,72,0,0,0,8.4,0,0,0,0,0,0,8,14.5,0,2.1,70,74,0,0,0,0.7,0,0,0,0,0,0,10.7,16.1,1.5,1.7,53,62,2.1,0,0,5.4,0,0,0,0,0,0,5.8,13.7,-4.3,2.5,90,68,0,0,0,5.3,0,0,0,0,0,0,3.3,12
88,88,2015,3,28,1,1,1076,471,89,239,15,51,23,43,119,145,11,28,20,28,20,6,15,2,48,87,10.3,13.8,,1.4,83,80,0,0,0,,0,0,0,0,0,0,9.2,13.7,-1.3,3.4,57,85,0,0,0,1.3,1,0,0,0,0,0,12.1,15,3.3,3,90,81,0.2,0,0,0.3,1,0,0,0,0,0,8.5,10.6,,1,97,82,0,0,0,,0,0,0,0,0,0,9.3,10.7,4.7,1.3,90,88,0,0,0,0,0,0,0,0,0,0,10.4,15,0.2,5.1,67,73,0,0,0,8.5,1,0,0,0,0,0,10.8,15.6,1.3,5.3,53,73,0,0,0,6.8,1,0,0,0,0,0,10.4,12.5,2.8,0.5,100,94,0.1,0,0,0,0,0,0,0,0,0,11,13.5,4.4,3,90,74,0.3,0,0,0.2,1,0,0,0,0,0,7.4,9.4,1,3.2,97,98,0.6,0,0,0.9,0,0,0,0,0,0,3.3,12
89,89,2015,3,29,2,1,1392,601,89,239,6,51,23,43,119,145,11,28,20,28,20,6,15,2,47,87,11.7,17.9,,4.2,53,70,0,0,0,,1,0,0,0,0,0,11.1,17.1,0.6,3.2,60,73,0,0,0,7.5,1,0,0,0,0,0,13.9,18.1,5.6,3.4,77,67,0,0,0,4.4,0,0,0,0,0,0,9.4,15.8,,2.4,87,74,0,0,0,,0,0,0,0,0,0,12.5,15.2,5,2.5,80,71,0.6,0,0,2,1,0,0,0,0,0,10.5,18.4,0.2,3.2,60,72,0,0,0,9.7,1,0,0,0,0,0,10.1,18.8,0.2,2.3,60,78,0,0,0,6.1,1,0,0,0,0,0,12.1,17,7.8,2.1,93,82,1,0,0,2.9,0,0,0,0,0,0,11.7,17.7,3.5,3,73,63,0,0,0,3.1,1,0,0,0,0,0,8.8,12.7,5.7,3.6,93,88,1.3,0,0,1.1,0,0,0,0,0,0,3.3,12
90,90,2015,3,30,3,1,1358,577,115,239,6,51,50,43,119,145,11,28,20,28,20,6,15,2,47,88,13.2,18.1,,4.6,63,67,0,0,0,,1,0,0,0,0,0,13,17.5,2.8,3.3,67,73,0,0,0,3,1,0,0,0,0,0,15,18.1,5.9,3.5,87,68,0,0,0,1.2,0,0,0,0,0,0,10.5,13.6,,1.4,87,79,0,0,0,,0,0,0,0,0,0,12.6,15.6,5.2,2.1,90,73,0,0,0,1.1,0,0,0,0,0,0,12.2,18.1,-0.2,6.3,50,69,0,0,0,4.3,1,0,0,0,0,0,12.6,18.5,0,4.8,57,70,0,0,0,5.4,1,0,0,0,0,0,12.2,16.8,3.8,1.9,93,84,0,0,0,1.3,0,0,0,0,0,0,13.2,17.7,4,2.9,83,67,0,0,0,2.2,1,0,0,0,0,0,10.5,13.2,4.1,3,100,93,0,0,0,0.8,0,0,0,0,0,0,3.3,12
91,91,2015,3,31,4,1,1381,574,115,239,6,51,50,43,119,145,11,28,20,28,20,6,15,2,47,88,15.6,20.6,,4.5,47,58,0,0,0,,1,0,0,0,0,0,15.8,20.5,5.2,4.6,70,65,0,0,0,7.2,1,0,0,0,0,0,14.4,20.2,7.5,2.9,37,75,0,0,0,8.9,0,0,0,0,0,0,13.5,18.1,,2.3,60,74,2.3,0,0,,0,0,0,0,0,0,14.8,18.7,9,2.5,67,70,0.1,0,0,6.8,0,0,0,0,0,0,16.1,20.4,4.6,7.3,87,57,0,0,0,7.9,1,1,0,0,0,0,16.9,20.5,9.9,6.7,47,56,0,0,0,8.4,1,1,0,0,0,0,14.3,19.8,8.3,1.7,80,81,0,0,0,4.4,0,0,0,0,0,0,16.4,20.5,8,3.4,33,53,0,0,0,9.1,1,0,0,0,0,0,11.5,15.5,8.3,4.6,67,87,1,0,0,3.4,0,0,0,0,0,0,3.3,12